date,open,high,low,close,volume
2025-07-09 09:15:00,25514.6,25525.05,25492.55,25504.3,0
2025-07-09 09:16:00,25503.75,25503.75,25484.6,25488.6,0
2025-07-09 09:17:00,25488.8,25490.4,25483.3,25488.3,0
2025-07-09 09:18:00,25487.95,25499.5,25486.5,25494.0,0
2025-07-09 09:19:00,25493.35,25493.55,25486.3,25488.3,0
2025-07-09 09:20:00,25488.8,25492.3,25478.15,25490.6,0
2025-07-09 09:21:00,25491.0,25500.7,25490.4,25496.0,0
2025-07-09 09:22:00,25496.75,25498.8,25484.8,25488.05,0
2025-07-09 09:23:00,25488.15,25492.7,25484.55,25487.9,0
2025-07-09 09:24:00,25486.25,25489.5,25484.55,25487.45,0
2025-07-09 09:25:00,25487.45,25494.3,25487.05,25493.65,0
2025-07-09 09:26:00,25492.95,25493.55,25482.7,25484.05,0
2025-07-09 09:27:00,25483.85,25484.55,25478.05,25483.85,0
2025-07-09 09:28:00,25483.0,25485.45,25476.65,25481.1,0
2025-07-09 09:29:00,25481.35,25485.85,25481.35,25483.2,0
2025-07-09 09:30:00,25483.35,25486.4,25476.95,25477.65,0
2025-07-09 09:31:00,25477.05,25484.75,25472.05,25484.4,0
2025-07-09 09:32:00,25484.1,25492.2,25477.7,25478.7,0
2025-07-09 09:33:00,25479.85,25481.9,25476.15,25477.25,0
2025-07-09 09:34:00,25478.2,25488.3,25476.95,25488.25,0
2025-07-09 09:35:00,25488.8,25495.9,25487.6,25490.55,0
2025-07-09 09:36:00,25491.25,25492.7,25487.6,25492.05,0
2025-07-09 09:37:00,25491.9,25493.1,25488.65,25488.95,0
2025-07-09 09:38:00,25489.3,25493.5,25487.6,25493.35,0
2025-07-09 09:39:00,25492.9,25494.05,25490.8,25491.7,0
2025-07-09 09:40:00,25492.3,25492.7,25483.35,25484.5,0
2025-07-09 09:41:00,25485.0,25488.45,25483.95,25486.4,0
2025-07-09 09:42:00,25486.35,25486.35,25481.3,25482.3,0
2025-07-09 09:43:00,25482.1,25484.1,25480.65,25484.1,0
2025-07-09 09:44:00,25483.6,25485.6,25482.15,25483.85,0
2025-07-09 09:45:00,25482.0,25485.3,25477.65,25485.3,0
2025-07-09 09:46:00,25485.1,25490.55,25482.85,25485.35,0
2025-07-09 09:47:00,25485.75,25489.65,25483.95,25484.2,0
2025-07-09 09:48:00,25485.35,25486.9,25482.65,25486.9,0
2025-07-09 09:49:00,25486.7,25490.0,25485.55,25489.0,0
2025-07-09 09:50:00,25489.1,25491.2,25487.65,25490.95,0
2025-07-09 09:51:00,25490.8,25491.25,25486.8,25487.7,0
2025-07-09 09:52:00,25487.95,25490.75,25486.5,25490.3,0
2025-07-09 09:53:00,25490.6,25495.9,25490.2,25495.9,0
2025-07-09 09:54:00,25496.35,25497.0,25491.3,25491.6,0
2025-07-09 09:55:00,25491.6,25494.4,25489.75,25492.95,0
2025-07-09 09:56:00,25493.5,25507.2,25493.4,25507.0,0
2025-07-09 09:57:00,25505.7,25514.7,25505.7,25509.05,0
2025-07-09 09:58:00,25508.55,25516.3,25508.45,25515.75,0
2025-07-09 09:59:00,25515.75,25519.15,25513.8,25517.4,0
2025-07-09 10:00:00,25516.0,25519.45,25512.65,25512.8,0
2025-07-09 10:01:00,25512.05,25512.7,25505.5,25507.65,0
2025-07-09 10:02:00,25506.75,25510.75,25506.75,25507.65,0
2025-07-09 10:03:00,25507.3,25511.7,25507.3,25510.35,0
2025-07-09 10:04:00,25510.4,25510.7,25504.45,25504.65,0
2025-07-09 10:05:00,25504.5,25510.15,25504.25,25509.55,0
2025-07-09 10:06:00,25509.25,25510.95,25507.5,25508.25,0
2025-07-09 10:07:00,25507.9,25509.85,25503.6,25506.35,0
2025-07-09 10:08:00,25506.35,25511.4,25506.05,25511.4,0
2025-07-09 10:09:00,25510.65,25513.6,25510.25,25510.65,0
2025-07-09 10:10:00,25510.8,25522.25,25508.4,25522.0,0
2025-07-09 10:11:00,25521.45,25528.7,25520.95,25520.95,0
2025-07-09 10:12:00,25520.35,25524.35,25518.25,25522.65,0
2025-07-09 10:13:00,25522.55,25529.05,25520.3,25526.95,0
2025-07-09 10:14:00,25526.2,25529.45,25526.2,25527.65,0
2025-07-09 10:15:00,25527.6,25537.15,25527.6,25534.85,0
2025-07-09 10:16:00,25534.65,25534.9,25522.45,25523.65,0
2025-07-09 10:17:00,25523.1,25529.25,25523.05,25528.7,0
2025-07-09 10:18:00,25528.15,25530.85,25524.55,25525.75,0
2025-07-09 10:19:00,25525.05,25531.85,25524.95,25531.65,0
2025-07-09 10:20:00,25530.8,25533.0,25530.45,25532.35,0
2025-07-09 10:21:00,25531.65,25533.5,25530.15,25530.85,0
2025-07-09 10:22:00,25530.55,25531.3,25527.05,25530.85,0
2025-07-09 10:23:00,25530.2,25532.1,25528.25,25529.5,0
2025-07-09 10:24:00,25530.3,25531.95,25528.9,25531.65,0
2025-07-09 10:25:00,25530.6,25537.55,25529.45,25535.55,0
2025-07-09 10:26:00,25535.95,25537.25,25532.0,25532.15,0
2025-07-09 10:27:00,25532.05,25533.95,25531.05,25531.5,0
2025-07-09 10:28:00,25530.4,25531.45,25524.45,25525.9,0
2025-07-09 10:29:00,25525.1,25526.25,25518.45,25518.7,0
2025-07-09 10:30:00,25518.7,25524.45,25516.15,25524.1,0
2025-07-09 10:31:00,25523.55,25527.5,25522.2,25525.4,0
2025-07-09 10:32:00,25525.3,25527.1,25520.65,25520.65,0
2025-07-09 10:33:00,25521.1,25522.2,25518.05,25518.05,0
2025-07-09 10:34:00,25517.9,25522.6,25517.9,25522.45,0
2025-07-09 10:35:00,25521.2,25525.95,25521.2,25525.55,0
2025-07-09 10:36:00,25524.6,25526.1,25522.75,25524.45,0
2025-07-09 10:37:00,25524.65,25525.95,25521.9,25523.35,0
2025-07-09 10:38:00,25523.2,25525.85,25521.0,25524.6,0
2025-07-09 10:39:00,25524.4,25527.0,25523.75,25525.4,0
2025-07-09 10:40:00,25526.05,25526.1,25523.2,25523.2,0
2025-07-09 10:41:00,25523.05,25526.3,25521.6,25526.0,0
2025-07-09 10:42:00,25526.55,25528.8,25524.9,25526.7,0
2025-07-09 10:43:00,25526.75,25528.7,25524.45,25527.4,0
2025-07-09 10:44:00,25527.05,25528.85,25524.75,25526.4,0
2025-07-09 10:45:00,25526.35,25531.5,25525.8,25530.7,0
2025-07-09 10:46:00,25530.25,25530.7,25526.7,25527.3,0
2025-07-09 10:47:00,25526.5,25527.7,25516.5,25516.95,0
2025-07-09 10:48:00,25517.5,25525.2,25517.5,25525.2,0
2025-07-09 10:49:00,25524.85,25530.2,25524.85,25530.2,0
2025-07-09 10:50:00,25529.4,25531.0,25526.15,25527.05,0
2025-07-09 10:51:00,25527.1,25529.1,25525.85,25526.9,0
2025-07-09 10:52:00,25527.25,25527.6,25524.35,25527.35,0
2025-07-09 10:53:00,25526.8,25528.2,25524.8,25527.1,0
2025-07-09 10:54:00,25526.1,25527.65,25524.95,25525.95,0
2025-07-09 10:55:00,25525.95,25526.7,25523.75,25525.9,0
2025-07-09 10:56:00,25524.35,25527.6,25523.8,25523.9,0
2025-07-09 10:57:00,25523.6,25524.7,25522.15,25524.35,0
2025-07-09 10:58:00,25523.85,25524.85,25521.95,25522.8,0
2025-07-09 10:59:00,25523.85,25527.1,25522.75,25523.4,0
2025-07-09 11:00:00,25522.6,25526.8,25521.95,25523.65,0
2025-07-09 11:01:00,25523.65,25525.85,25520.55,25521.55,0
2025-07-09 11:02:00,25521.1,25522.95,25516.35,25517.05,0
2025-07-09 11:03:00,25516.45,25523.2,25515.75,25520.7,0
2025-07-09 11:04:00,25520.35,25521.4,25517.45,25519.5,0
2025-07-09 11:05:00,25519.2,25525.0,25518.05,25522.85,0
2025-07-09 11:06:00,25523.65,25525.75,25522.25,25523.55,0
2025-07-09 11:07:00,25523.25,25525.95,25521.5,25523.9,0
2025-07-09 11:08:00,25522.05,25524.5,25521.3,25523.0,0
2025-07-09 11:09:00,25522.45,25524.1,25521.25,25521.25,0
2025-07-09 11:10:00,25522.15,25526.25,25521.5,25524.6,0
2025-07-09 11:11:00,25524.6,25525.95,25522.55,25523.35,0
2025-07-09 11:12:00,25523.0,25526.3,25522.95,25524.9,0
2025-07-09 11:13:00,25525.25,25530.3,25525.0,25529.25,0
2025-07-09 11:14:00,25529.7,25535.2,25529.3,25534.15,0
